ALERT_EVENT_ID,ALERT_EVENT_LAST_UPDATED,CUSTOMER_NO,CUSTOMER_NAME,CUSTOMER_SITE_NO,CUSTOMER_SITE_NAME,SITE_ADDRESS,CONTRACT_NO,EVENT_TIME,ALERT_ID,EVENT_TYPE,HWID,HWID_TYPE,LOOP,ALERT_TYPE,Priority,LOG_ONLY,EVENT_DESCRIPTION,WORKORDER_NO,EVENT_CLOSED_TIME,LOCATION_ID,LOCATION_TABLE_ID,LOCATION_LAST_UPDATED,IVA_NO,STATUS
8443,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:27:47.000,5855402,Hälytys,S000223-00047,Alerta,"     2",PALOVIK,77,,/Palolaitevika,NULL,2025-12-04 14:51:25.000,3145,3145,2026-06-01 07:00:01.063,005454,Valvonnassa
8444,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:27:47.000,5855402,Hälytys,S000223-00047,Alerta,"     2",PALOVIK,77,,/Palolaitevika,NULL,2025-12-04 14:51:25.000,3146,3146,2026-06-01 07:00:01.063,005454,Valvonnassa
8445,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:28:15.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3147,3147,2026-06-01 07:00:01.063,005454,Valvonnassa
8446,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:28:15.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3148,3148,2026-06-01 07:00:01.063,005454,Valvonnassa
8447,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:28:15.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3149,3149,2026-06-01 07:00:01.063,005454,Valvonnassa
8448,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:28:15.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3150,3150,2026-06-01 07:00:01.063,005454,Valvonnassa
8449,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:28:15.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3141,3141,2026-06-01 07:00:01.063,005454,Valvonnassa
8450,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:28:15.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3142,3142,2026-06-01 07:00:01.063,005454,Valvonnassa
8451,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:28:15.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3143,3143,2026-06-01 07:00:01.063,005454,Valvonnassa
8452,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:28:15.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3144,3144,2026-06-01 07:00:01.063,005454,Valvonnassa
8453,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:28:15.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3145,3145,2026-06-01 07:00:01.063,005454,Valvonnassa
8454,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:28:15.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3146,3146,2026-06-01 07:00:01.063,005454,Valvonnassa
8455,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:31:18.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3147,3147,2026-06-01 07:00:01.063,005454,Valvonnassa
8456,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:31:18.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3148,3148,2026-06-01 07:00:01.063,005454,Valvonnassa
8457,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:31:18.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3149,3149,2026-06-01 07:00:01.063,005454,Valvonnassa
8458,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:31:18.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3150,3150,2026-06-01 07:00:01.063,005454,Valvonnassa
8459,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:31:18.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3141,3141,2026-06-01 07:00:01.063,005454,Valvonnassa
8460,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:31:18.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3142,3142,2026-06-01 07:00:01.063,005454,Valvonnassa
8461,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:31:18.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3143,3143,2026-06-01 07:00:01.063,005454,Valvonnassa
8462,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:31:18.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3144,3144,2026-06-01 07:00:01.063,005454,Valvonnassa
8463,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:31:18.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3145,3145,2026-06-01 07:00:01.063,005454,Valvonnassa
8464,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:31:18.000,5855402,Hälytys,S000223-00047,Alerta,"     1",PALO,1,,/Palohälytys,NULL,2025-12-04 14:51:25.000,3146,3146,2026-06-01 07:00:01.063,005454,Valvonnassa
8465,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:27:24 H{lytys KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3147,3147,2026-06-01 07:00:01.063,005454,Valvonnassa
8466,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:27:24 H{lytys KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3148,3148,2026-06-01 07:00:01.063,005454,Valvonnassa
8467,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:27:24 H{lytys KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3149,3149,2026-06-01 07:00:01.063,005454,Valvonnassa
8468,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:27:24 H{lytys KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3150,3150,2026-06-01 07:00:01.063,005454,Valvonnassa
8469,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:27:24 H{lytys KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3141,3141,2026-06-01 07:00:01.063,005454,Valvonnassa
8470,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:27:24 H{lytys KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3142,3142,2026-06-01 07:00:01.063,005454,Valvonnassa
8471,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:27:24 H{lytys KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3143,3143,2026-06-01 07:00:01.063,005454,Valvonnassa
8472,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:27:24 H{lytys KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3144,3144,2026-06-01 07:00:01.063,005454,Valvonnassa
8473,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:27:24 H{lytys KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3145,3145,2026-06-01 07:00:01.063,005454,Valvonnassa
8474,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:27:24 H{lytys KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3146,3146,2026-06-01 07:00:01.063,005454,Valvonnassa
8475,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,0,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,L,PALOH[LYTYS,NULL,2025-12-04 14:33:09.000,3147,3147,2026-06-01 07:00:01.063,005454,Valvonnassa
8476,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,0,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,L,PALOH[LYTYS,NULL,2025-12-04 14:33:09.000,3148,3148,2026-06-01 07:00:01.063,005454,Valvonnassa
8477,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,0,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,L,PALOH[LYTYS,NULL,2025-12-04 14:33:09.000,3149,3149,2026-06-01 07:00:01.063,005454,Valvonnassa
8478,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,0,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,L,PALOH[LYTYS,NULL,2025-12-04 14:33:09.000,3150,3150,2026-06-01 07:00:01.063,005454,Valvonnassa
8479,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,0,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,L,PALOH[LYTYS,NULL,2025-12-04 14:33:09.000,3141,3141,2026-06-01 07:00:01.063,005454,Valvonnassa
8480,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,0,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,L,PALOH[LYTYS,NULL,2025-12-04 14:33:09.000,3142,3142,2026-06-01 07:00:01.063,005454,Valvonnassa
8481,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,0,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,L,PALOH[LYTYS,NULL,2025-12-04 14:33:09.000,3143,3143,2026-06-01 07:00:01.063,005454,Valvonnassa
8482,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,0,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,L,PALOH[LYTYS,NULL,2025-12-04 14:33:09.000,3144,3144,2026-06-01 07:00:01.063,005454,Valvonnassa
8483,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,0,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,L,PALOH[LYTYS,NULL,2025-12-04 14:33:09.000,3145,3145,2026-06-01 07:00:01.063,005454,Valvonnassa
8484,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:34:44.000,0,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,L,PALOH[LYTYS,NULL,2025-12-04 14:33:09.000,3146,3146,2026-06-01 07:00:01.063,005454,Valvonnassa
8485,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:36:11.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:28:56 Poistunut KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3147,3147,2026-06-01 07:00:01.063,005454,Valvonnassa
8486,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:36:11.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:28:56 Poistunut KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3148,3148,2026-06-01 07:00:01.063,005454,Valvonnassa
8487,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:36:11.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:28:56 Poistunut KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3149,3149,2026-06-01 07:00:01.063,005454,Valvonnassa
8488,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:36:11.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:28:56 Poistunut KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3150,3150,2026-06-01 07:00:01.063,005454,Valvonnassa
8489,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:36:11.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:28:56 Poistunut KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3141,3141,2026-06-01 07:00:01.063,005454,Valvonnassa
8490,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:36:11.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:28:56 Poistunut KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3142,3142,2026-06-01 07:00:01.063,005454,Valvonnassa
8491,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:36:11.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:28:56 Poistunut KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3143,3143,2026-06-01 07:00:01.063,005454,Valvonnassa
8492,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:36:11.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:28:56 Poistunut KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3144,3144,2026-06-01 07:00:01.063,005454,Valvonnassa
8493,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:36:11.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:28:56 Poistunut KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3145,3145,2026-06-01 07:00:01.063,005454,Valvonnassa
8494,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:36:11.000,5855402,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,,"Atmostech, Sponda Vanha Porvoontie 229, Vantaa: Linjavalvonta: 04.12.25 13:28:56 Poistunut KOy Vantaan Honkatalo H14.T200-PH01",NULL,2025-12-04 14:51:25.000,3146,3146,2026-06-01 07:00:01.063,005454,Valvonnassa
8495,2026-06-01 07:00:01.533,100279959,Valmet Flow Control Oy,999488386,Toimistotalo,Vanha Porvoontie 229 01380 Vantaa FINLAND,100097484,2025-12-04 13:36:11.000,0,Hälytys,S000355-00234,Alerta,"     0",LVIS,60,L,PALOH[LYTYS,NULL,2025-12-04 14:33:09.000,3147,3147,2026-06-01 07:00:01.063,005454,Valvonnassa
